Date,Open,High,Low,Close,Adj Close,Volume
2020-10-06,241.05999755859375,246.25999450683594,236.83999633789062,238.94000244140625,238.94000244140625,465500
2020-10-07,240.92999267578125,241.9199981689453,239.10000610351562,240.89999389648438,240.89999389648438,382400
2020-10-08,241.41000366210938,245.86000061035156,241.41000366210938,245.1199951171875,245.1199951171875,410100
2020-10-09,247.75,250.22000122070312,245.02000427246094,247.11000061035156,247.11000061035156,548900
2020-10-12,249.27999877929688,253.99000549316406,248.36000061035156,251.1999969482422,251.1999969482422,496900
2020-10-13,249.99000549316406,251.44000244140625,247.80999755859375,248.75999450683594,248.75999450683594,648800
2020-10-14,249.33999633789062,252.22999572753906,247.67999267578125,250.19000244140625,250.19000244140625,525800
2020-10-15,246.5800018310547,248.11000061035156,244.6699981689453,246.50999450683594,246.50999450683594,469900
2020-10-16,248.60000610351562,250.11000061035156,246.38999938964844,249.58999633789062,249.58999633789062,420300
2020-10-19,251.1300048828125,251.17999267578125,239.75999450683594,241.5500030517578,241.5500030517578,689300
2020-10-20,243.4600067138672,246.08999633789062,242.6300048828125,242.8300018310547,242.8300018310547,327800
2020-10-21,242.49000549316406,249.4499969482422,241.8000030517578,248.27999877929688,248.27999877929688,594400
2020-10-22,249.2899932861328,257.79998779296875,246.30999755859375,256.8399963378906,256.8399963378906,741100
2020-10-23,258.79998779296875,260.29998779296875,256.45001220703125,259.20001220703125,259.20001220703125,718600
2020-10-26,255.35000610351562,255.6999969482422,239.13999938964844,241.2100067138672,241.2100067138672,1070800
2020-10-27,241.60000610351562,242.86000061035156,231.6300048828125,231.69000244140625,231.69000244140625,882200
2020-10-28,226.07000732421875,228.4600067138672,220.92999267578125,221.6199951171875,221.6199951171875,1329200
2020-10-29,217.27999877929688,222.36000061035156,214.8800048828125,219.41000366210938,219.41000366210938,1538500
2020-10-30,218.22999572753906,221.1199951171875,216.1699981689453,220.91000366210938,220.91000366210938,638400
2020-11-02,224.36000061035156,230.97999572753906,222.47999572753906,230.52999877929688,230.52999877929688,614800
2020-11-03,233.39999389648438,237.44000244140625,232.60000610351562,235.13999938964844,235.13999938964844,623400
2020-11-04,238.5399932861328,241.14999389648438,235.02999877929688,237.19000244140625,237.19000244140625,645000
2020-11-05,241.02999877929688,242.35000610351562,238.8699951171875,240.0,240.0,1008800
2020-11-06,240.0,242.02000427246094,229.7899932861328,232.11000061035156,232.11000061035156,1609700
2020-11-09,248.75,274.739990234375,245.94000244140625,269.1199951171875,269.1199951171875,2067200
2020-11-10,269.19000244140625,281.1099853515625,266.1400146484375,279.0299987792969,279.0299987792969,1643900
2020-11-11,278.510009765625,278.510009765625,265.1300048828125,266.3699951171875,266.3699951171875,1271900
2020-11-12,264.75,266.1700134277344,256.6000061035156,260.3500061035156,260.3500061035156,923500
