Date,Open,High,Low,Close,Adj Close,Volume
2020-10-06,36.54999923706055,36.59000015258789,35.47999954223633,35.5,35.44862365722656,706100
2020-10-07,35.779998779296875,36.2599983215332,35.72999954223633,36.099998474121094,36.047752380371094,588100
2020-10-08,36.47999954223633,37.060001373291016,36.31999969482422,36.9900016784668,36.936466217041016,465800
2020-10-09,37.310001373291016,37.439998626708984,36.66999816894531,36.97999954223633,36.92647933959961,527300
2020-10-12,36.86000061035156,37.4900016784668,36.77000045776367,37.36000061035156,37.305931091308594,599100
2020-10-13,36.90999984741211,37.2599983215332,35.77000045776367,35.880001068115234,35.82807159423828,621200
2020-10-14,35.77000045776367,36.279998779296875,35.31999969482422,35.349998474121094,35.2988395690918,763200
2020-10-15,34.79999923706055,35.68000030517578,34.720001220703125,35.63999938964844,35.58842086791992,399800
2020-10-16,35.619998931884766,36.209999084472656,35.290000915527344,35.7400016784668,35.68827819824219,357100
2020-10-19,35.68000030517578,35.97999954223633,34.88999938964844,34.939998626708984,34.88943099975586,409800
2020-10-20,35.31999969482422,35.939998626708984,35.16999816894531,35.2400016784668,35.18899917602539,688200
2020-10-21,35.2400016784668,35.869998931884766,35.119998931884766,35.599998474121094,35.54847717285156,775300
2020-10-22,35.459999084472656,36.13999938964844,35.33000183105469,35.93000030517578,35.87799835205078,739000
2020-10-23,36.2599983215332,36.560001373291016,35.970001220703125,36.22999954223633,36.17756652832031,545500
2020-10-26,35.720001220703125,35.7400016784668,34.88999938964844,35.130001068115234,35.079158782958984,706800
2020-10-27,34.959999084472656,35.18000030517578,34.150001525878906,34.150001525878906,34.10057830810547,758500
2020-10-28,33.189998626708984,33.900001525878906,33.119998931884766,33.2599983215332,33.21186065673828,972300
2020-10-29,33.04999923706055,34.54999923706055,32.75,34.220001220703125,34.170475006103516,863400
2020-10-30,34.16999816894531,34.880001068115234,34.06999969482422,34.68000030517578,34.62981033325195,907900
2020-11-02,36.13999938964844,37.56999969482422,35.38999938964844,37.33000183105469,37.27597427368164,1242200
2020-11-03,38.029998779296875,38.2599983215332,37.560001373291016,37.88999938964844,37.83516311645508,813300
